SN,Province,District,Admin_div,Position,Ward,Age,Gender,Party,Vote,Status
24422,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,5,31,M,Sanghiya Samajbadi Forum-Nepal (SSFN),518,Elected
24423,Province 5,Rupandehi,Rohini Rural Municipality,Female Ward Member,5,38,F,Sanghiya Samajbadi Forum-Nepal (SSFN),547,Elected
24424,Province 5,Rupandehi,Rohini Rural Municipality,Dalit Female Ward Member,5,56,F,Sanghiya Samajbadi Forum-Nepal (SSFN),549,Elected
24425,Province 5,Rupandehi,Rohini Rural Municipality,Ward President,6,56,M,Nepali Congress,517,Elected
24426,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,6,44,M,Communist Party of Nepal (UML),420,Elected
24427,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,6,44,M,Communist Party of Nepal (UML),411,Elected
24428,Province 5,Rupandehi,Rohini Rural Municipality,Female Ward Member,6,62,F,Nepali Congress,475,Elected
24429,Province 5,Rupandehi,Rohini Rural Municipality,Dalit Female Ward Member,6,51,F,Nepali Congress,466,Elected
24430,Province 5,Rupandehi,Rohini Rural Municipality,Ward President,7,21,M,Sanghiya Samajbadi Forum-Nepal (SSFN),559,Elected
24431,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,7,61,M,Sanghiya Samajbadi Forum-Nepal (SSFN),568,Elected
24432,Province 5,Rupandehi,Rohini Rural Municipality,Ward Member,7,42,M,Sanghiya Samajbadi Forum-Nepal (SSFN),538,Elected
24433,Province 5,Rupandehi,Rohini Rural Municipality,Female Ward Member,7,50,F,Sanghiya Samajbadi Forum-Nepal (SSFN),568,Elected
24434,Province 5,Rupandehi,Rohini Rural Municipality,Dalit Female Ward Member,7,69,F,Sanghiya Samajbadi Forum-Nepal (SSFN),572,Elected
24435,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Mayor,  ,60,M,Independent,8175,Elected
24436,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Vice-Mayor,  ,67,F,Sanghiya Samajbadi Forum-Nepal (SSFN),4720,Elected
24437,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,1,38,M,Independent,453,Elected
24438,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,1,58,M,Independent,286,Elected
24439,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,1,32,M,Independent,286,Elected
24440,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,1,51,F,Independent,343,Elected
24441,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,1,43,F,Independent,401,Elected
24442,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,2,48,M,Independent,333,Elected
24443,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,2,23,M,Nepali Congress,247,Elected
24444,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,2,37,M,Sanghiya Samajbadi Forum-Nepal (SSFN),228,Elected
24445,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,2,47,F,Sanghiya Samajbadi Forum-Nepal (SSFN),275,Elected
24446,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,2,65,F,Sanghiya Samajbadi Forum-Nepal (SSFN),259,Elected
24447,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,3,35,M,Sanghiya Samajbadi Forum-Nepal (SSFN),547,Elected
24448,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,3,57,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",300,Elected
24449,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,3,68,M,Sanghiya Samajbadi Forum-Nepal (SSFN),251,Elected
24450,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,3,53,F,Sanghiya Samajbadi Forum-Nepal (SSFN),418,Elected
24451,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,3,57,F,Sanghiya Samajbadi Forum-Nepal (SSFN),346,Elected
24452,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,4,39,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",712,Elected
24453,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,4,36,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",615,Elected
24454,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,4,29,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",588,Elected
24455,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,4,52,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",614,Elected
24456,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,4,37,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",642,Elected
24457,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,5,35,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",735,Elected
24458,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,5,36,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",707,Elected
24459,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,5,48,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",700,Elected
24460,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,5,51,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",715,Elected
24461,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,5,49,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",704,Elected
24462,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,6,47,M,Sanghiya Samajbadi Forum-Nepal (SSFN),675,Elected
24463,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,6,60,M,Sanghiya Samajbadi Forum-Nepal (SSFN),789,Elected
24464,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,6,74,M,Sanghiya Samajbadi Forum-Nepal (SSFN),778,Elected
24465,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,6,58,F,Sanghiya Samajbadi Forum-Nepal (SSFN),791,Elected
24466,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,6,60,F,Sanghiya Samajbadi Forum-Nepal (SSFN),795,Elected
24467,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,7,52,M,Sanghiya Samajbadi Forum-Nepal (SSFN),414,Elected
24468,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,7,56,M,Sanghiya Samajbadi Forum-Nepal (SSFN),382,Elected
24469,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,7,31,M,Sanghiya Samajbadi Forum-Nepal (SSFN),354,Elected
24470,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,7,56,F,Sanghiya Samajbadi Forum-Nepal (SSFN),416,Elected
24471,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,7,54,F,Sanghiya Samajbadi Forum-Nepal (SSFN),439,Elected
24472,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,8,77,M,Sanghiya Samajbadi Forum-Nepal (SSFN),441,Elected
24473,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,8,48,M,Sanghiya Samajbadi Forum-Nepal (SSFN),426,Elected
24474,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,8,55,M,Sanghiya Samajbadi Forum-Nepal (SSFN),389,Elected
24475,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,8,46,F,Sanghiya Samajbadi Forum-Nepal (SSFN),473,Elected
24476,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,8,71,F,Sanghiya Samajbadi Forum-Nepal (SSFN),470,Elected
24477,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,9,47,M,Nepali Congress,866,Elected
24478,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,9,55,M,Nepali Congress,754,Elected
24479,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,9,58,M,Nepali Congress,736,Elected
24480,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,9,53,F,Nepali Congress,788,Elected
24481,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,9,61,F,Nepali Congress,795,Elected
24482,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,10,44,M,Nepali Congress,512,Elected
24483,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,10,57,M,Nepali Congress,560,Elected
24484,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,10,48,M,Nepali Congress,510,Elected
24485,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,10,35,F,Nepali Congress,508,Elected
24486,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,10,32,F,Nepali Congress,518,Elected
24487,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,11,47,M,Sanghiya Samajbadi Forum-Nepal (SSFN),1085,Elected
24488,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,11,45,M,Sanghiya Samajbadi Forum-Nepal (SSFN),991,Elected
24489,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,11,72,M,Sanghiya Samajbadi Forum-Nepal (SSFN),920,Elected
24490,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,11,49,F,Sanghiya Samajbadi Forum-Nepal (SSFN),1070,Elected
24491,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,11,34,F,Sanghiya Samajbadi Forum-Nepal (SSFN),1051,Elected
24492,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,12,54,M,Independent,302,Elected
24493,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,12,52,M,Independent,239,Elected
24494,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,12,29,M,Sanghiya Samajbadi Forum-Nepal (SSFN),221,Elected
24495,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,12,52,F,Independent,242,Elected
24496,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,12,52,F,Bahujan Shakti Party,233,Elected
24497,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward President,13,66,M,Nepali Congress,254,Elected
24498,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,13,49,M,Nepali Congress,218,Elected
24499,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Ward Member,13,51,M,Nepali Congress,192,Elected
24500,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Female Ward Member,13,49,F,Nepali Congress,243,Elected
24501,Province 5,Rupandehi,Lumbini Sanskritik Urban Municipality,Dalit Female Ward Member,13,74,F,Nepali Congress,255,Elected
24502,Province 5,Rupandehi,Suddhodhan Rural Municipality,Mayor,  ,52,M,Communist Party of Nepal (UML),5371,Elected
24503,Province 5,Rupandehi,Suddhodhan Rural Municipality,Vice-Mayor,  ,55,F,Communist Party of Nepal (UML),5390,Elected
24504,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward President,1,35,M,Sanghiya Samajbadi Forum-Nepal (SSFN),849,Elected
24505,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,1,38,M,Sanghiya Samajbadi Forum-Nepal (SSFN),830,Elected
24506,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,1,54,M,Sanghiya Samajbadi Forum-Nepal (SSFN),819,Elected
24507,Province 5,Rupandehi,Suddhodhan Rural Municipality,Female Ward Member,1,49,F,Sanghiya Samajbadi Forum-Nepal (SSFN),859,Elected
24508,Province 5,Rupandehi,Suddhodhan Rural Municipality,Dalit Female Ward Member,1,31,F,Sanghiya Samajbadi Forum-Nepal (SSFN),848,Elected
24509,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward President,2,58,M,Nepali Congress,1151,Elected
24510,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,2,49,M,Nepali Congress,1142,Elected
24511,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,2,49,M,Nepali Congress,1099,Elected
24512,Province 5,Rupandehi,Suddhodhan Rural Municipality,Female Ward Member,2,45,F,Nepali Congress,1125,Elected
24513,Province 5,Rupandehi,Suddhodhan Rural Municipality,Dalit Female Ward Member,2,52,F,Nepali Congress,1136,Elected
24514,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward President,3,37,M,Communist Party of Nepal (UML),995,Elected
24515,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,3,58,M,Communist Party of Nepal (UML),970,Elected
24516,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,3,39,M,Communist Party of Nepal (UML),963,Elected
24517,Province 5,Rupandehi,Suddhodhan Rural Municipality,Female Ward Member,3,46,F,Communist Party of Nepal (UML),1114,Elected
24518,Province 5,Rupandehi,Suddhodhan Rural Municipality,Dalit Female Ward Member,3,35,F,Communist Party of Nepal (UML),1056,Elected
24519,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward President,4,30,M,Communist Party of Nepal (UML),1300,Elected
24520,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,4,38,M,Communist Party of Nepal (UML),1352,Elected
24521,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,4,49,M,Communist Party of Nepal (UML),1210,Elected
24522,Province 5,Rupandehi,Suddhodhan Rural Municipality,Female Ward Member,4,35,F,Communist Party of Nepal (UML),1293,Elected
24523,Province 5,Rupandehi,Suddhodhan Rural Municipality,Dalit Female Ward Member,4,29,F,Communist Party of Nepal (UML),1281,Elected
24524,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward President,5,46,M,Communist Party of Nepal (UML),898,Elected
24525,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,5,51,M,Communist Party of Nepal (UML),847,Elected
24526,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,5,38,M,Nepali Congress,843,Elected
24527,Province 5,Rupandehi,Suddhodhan Rural Municipality,Female Ward Member,5,30,F,Communist Party of Nepal (UML),849,Elected
24528,Province 5,Rupandehi,Suddhodhan Rural Municipality,Dalit Female Ward Member,5,38,F,Communist Party of Nepal (UML),856,Elected
24529,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward President,6,37,M,Sanghiya Samajbadi Forum-Nepal (SSFN),546,Elected
24530,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,6,63,M,Sanghiya Samajbadi Forum-Nepal (SSFN),563,Elected
24531,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,6,46,M,Sanghiya Samajbadi Forum-Nepal (SSFN),540,Elected
24532,Province 5,Rupandehi,Suddhodhan Rural Municipality,Female Ward Member,6,52,F,Sanghiya Samajbadi Forum-Nepal (SSFN),572,Elected
24533,Province 5,Rupandehi,Suddhodhan Rural Municipality,Dalit Female Ward Member,6,39,F,Sanghiya Samajbadi Forum-Nepal (SSFN),588,Elected
24534,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward President,7,42,M,Nepali Congress,515,Elected
24535,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,7,42,M,Communist Party of Nepal (UML),460,Elected
24536,Province 5,Rupandehi,Suddhodhan Rural Municipality,Ward Member,7,34,M,Communist Party of Nepal (UML),431,Elected
24537,Province 5,Rupandehi,Suddhodhan Rural Municipality,Female Ward Member,7,38,F,Nepali Congress,451,Elected
24538,Province 5,Rupandehi,Suddhodhan Rural Municipality,Dalit Female Ward Member,7,65,F,Nepali Congress,437,Elected
24539,Province 5,Rupandehi,Sammarimai Rural Municipality,Mayor,  ,46,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",3066,Elected
24540,Province 5,Rupandehi,Sammarimai Rural Municipality,Vice-Mayor,  ,32,F,Nepali Congress,2816,Elected
24541,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward President,1,28,M,Nepali Congress,756,Elected
24542,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward Member,1,53,M,Nepali Congress,628,Elected
24543,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward Member,1,34,M,Nepali Congress,624,Elected
24544,Province 5,Rupandehi,Sammarimai Rural Municipality,Female Ward Member,1,47,F,Nepali Congress,621,Elected
24545,Province 5,Rupandehi,Sammarimai Rural Municipality,Dalit Female Ward Member,1,53,F,Nepali Congress,734,Elected
24546,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward President,2,66,M,Nepali Congress,329,Elected
24547,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward Member,2,53,M,Nepali Congress,431,Elected
24548,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward Member,2,54,M,Nepali Congress,293,Elected
24549,Province 5,Rupandehi,Sammarimai Rural Municipality,Female Ward Member,2,66,F,Nepali Congress,403,Elected
24550,Province 5,Rupandehi,Sammarimai Rural Municipality,Dalit Female Ward Member,2,45,F,Nepali Congress,374,Elected
24551,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward President,3,63,M,Communist Party of Nepal (Maoist Centre),365,Elected
24552,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward Member,3,57,M,Communist Party of Nepal (Maoist Centre),414,Elected
24553,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward Member,3,38,M,Communist Party of Nepal (Maoist Centre),390,Elected
24554,Province 5,Rupandehi,Sammarimai Rural Municipality,Female Ward Member,3,62,F,Communist Party of Nepal (Maoist Centre),411,Elected
24555,Province 5,Rupandehi,Sammarimai Rural Municipality,Dalit Female Ward Member,3,48,F,Communist Party of Nepal (Maoist Centre),402,Elected
24556,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward President,4,38,M,Nepali Congress,610,Elected
24557,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward Member,4,45,M,Nepali Congress,425,Elected
24558,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward Member,4,56,M,Independent,384,Elected
24559,Province 5,Rupandehi,Sammarimai Rural Municipality,Female Ward Member,4,45,F,Nepali Congress,444,Elected
24560,Province 5,Rupandehi,Sammarimai Rural Municipality,Dalit Female Ward Member,4,31,F,Nepali Congress,460,Elected
24561,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward President,5,49,M,Nepali Congress,785,Elected
24562,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward Member,5,38,M,Nepali Congress,769,Elected
24563,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward Member,5,66,M,Nepali Congress,683,Elected
24564,Province 5,Rupandehi,Sammarimai Rural Municipality,Female Ward Member,5,58,F,Nepali Congress,805,Elected
24565,Province 5,Rupandehi,Sammarimai Rural Municipality,Dalit Female Ward Member,5,49,F,Nepali Congress,794,Elected
24566,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward President,6,58,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",1053,Elected
24567,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward Member,6,57,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",1097,Elected
24568,Province 5,Rupandehi,Sammarimai Rural Municipality,Ward Member,6,48,M,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",1015,Elected
24569,Province 5,Rupandehi,Sammarimai Rural Municipality,Female Ward Member,6,34,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",1165,Elected
24570,Province 5,Rupandehi,Sammarimai Rural Municipality,Dalit Female Ward Member,6,70,F,"Madheshi Jana Adhikar Forum, Nepal (Democratic)",1122,Elected
