SN,District,Administrative Division,Position,Ward,Age,Gender,Party,Vote,Status,,
5351,Rautahat,Paroha Urban Municipality,Dalit Female Ward Member,2,44,F,Communist Party of Nepal (Maoist Centre),573,Elected,,
5352,Rautahat,Paroha Urban Municipality,Ward President,3,47,M,Nepali Congress,733,Elected,,
5353,Rautahat,Paroha Urban Municipality,Ward Member,3,45,M,Nepali Congress,758,Elected,,
5354,Rautahat,Paroha Urban Municipality,Ward Member,3,48,M,Nepali Congress,731,Elected,,
5355,Rautahat,Paroha Urban Municipality,Female Ward Member,3,33,F,Nepali Congress,747,Elected,,
5356,Rautahat,Paroha Urban Municipality,Dalit Female Ward Member,3,43,F,Nepali Congress,732,Elected,,
5357,Rautahat,Paroha Urban Municipality,Ward President,4,48,M,Nepali Congress,"1,028",Elected,,
5358,Rautahat,Paroha Urban Municipality,Ward Member,4,62,M,Nepali Congress,"1,165",Elected,,
5359,Rautahat,Paroha Urban Municipality,Ward Member,4,44,M,Nepali Congress,"1,164",Elected,,
5360,Rautahat,Paroha Urban Municipality,Female Ward Member,4,48,F,Nepali Congress,"1,156",Elected,,
5361,Rautahat,Paroha Urban Municipality,Dalit Female Ward Member,4,39,F,Nepali Congress,"1,158",Elected,,
5362,Rautahat,Paroha Urban Municipality,Ward President,5,35,M,Nepali Congress,512,Elected,,
5363,Rautahat,Paroha Urban Municipality,Ward Member,5,60,M,Nepali Congress,513,Elected,,
5364,Rautahat,Paroha Urban Municipality,Ward Member,5,60,M,Nepali Congress,510,Elected,,
5365,Rautahat,Paroha Urban Municipality,Female Ward Member,5,47,F,Nepali Congress,511,Elected,,
5366,Rautahat,Paroha Urban Municipality,Dalit Female Ward Member,5,66,F,Nepali Congress,510,Elected,,
5367,Rautahat,Paroha Urban Municipality,Ward President,6,38,M,Communist Party of Nepal (Maoist Centre),600,Elected,,
5368,Rautahat,Paroha Urban Municipality,Ward Member,6,58,M,Communist Party of Nepal (Maoist Centre),733,Elected,,
5369,Rautahat,Paroha Urban Municipality,Ward Member,6,58,M,Communist Party of Nepal (Maoist Centre),718,Elected,,
5370,Rautahat,Paroha Urban Municipality,Female Ward Member,6,50,F,Communist Party of Nepal (Maoist Centre),741,Elected,,
5371,Rautahat,Paroha Urban Municipality,Dalit Female Ward Member,6,36,F,Communist Party of Nepal (Maoist Centre),744,Elected,,
5372,Rautahat,Paroha Urban Municipality,Ward President,7,44,M,Nepali Congress,670,Elected,,
5373,Rautahat,Paroha Urban Municipality,Ward Member,7,60,M,Nepali Congress,659,Elected,,
5374,Rautahat,Paroha Urban Municipality,Ward Member,7,43,M,Nepali Congress,623,Elected,,
5375,Rautahat,Paroha Urban Municipality,Female Ward Member,7,70,F,Nepali Congress,656,Elected,,
5376,Rautahat,Paroha Urban Municipality,Dalit Female Ward Member,7,46,F,Nepali Congress,652,Elected,,
5377,Rautahat,Paroha Urban Municipality,Ward President,8,49,M,Nepali Congress,711,Elected,,
5378,Rautahat,Paroha Urban Municipality,Ward Member,8,42,M,Nepali Congress,743,Elected,,
5379,Rautahat,Paroha Urban Municipality,Ward Member,8,71,M,Nepali Congress,716,Elected,,
5380,Rautahat,Paroha Urban Municipality,Female Ward Member,8,52,F,Nepali Congress,743,Elected,,
5381,Rautahat,Paroha Urban Municipality,Dalit Female Ward Member,8,38,F,Nepali Congress,744,Elected,,
5382,Rautahat,Paroha Urban Municipality,Ward President,9,68,M,Nepali Congress,693,Elected,,
5383,Rautahat,Paroha Urban Municipality,Ward Member,9,45,M,Nepali Congress,696,Elected,,
5384,Rautahat,Paroha Urban Municipality,Ward Member,9,58,M,Nepali Congress,694,Elected,,
5385,Rautahat,Paroha Urban Municipality,Female Ward Member,9,60,F,Nepali Congress,698,Elected,,
5386,Rautahat,Paroha Urban Municipality,Dalit Female Ward Member,9,51,F,Nepali Congress,704,Elected,,
5387,Rautahat,Phatuwa Bijayapur Urban Municipality,Mayor,,41,M,Nepali Congress,"3,099",Elected,,
5388,Rautahat,Phatuwa Bijayapur Urban Municipality,Vice-Mayor,,37,F,Communist Party of Nepal (Maoist Centre),"3,203",Elected,,
5389,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward President,1,41,M,Communist Party of Nepal (Maoist Centre),642,Elected,,
5390,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,1,42,M,Communist Party of Nepal (Maoist Centre),580,Elected,,
5391,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,1,58,M,Communist Party of Nepal (Maoist Centre),537,Elected,,
5392,Rautahat,Phatuwa Bijayapur Urban Municipality,Female Ward Member,1,48,F,Communist Party of Nepal (Maoist Centre),599,Elected,,
5393,Rautahat,Phatuwa Bijayapur Urban Municipality,Dalit Female Ward Member,1,62,F,Communist Party of Nepal (Maoist Centre),594,Elected,,
5394,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward President,2,45,M,Nepali Congress,510,Elected,,
5395,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,2,23,M,Nepali Congress,499,Elected,,
5396,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,2,35,M,Nepali Congress,481,Elected,,
5397,Rautahat,Phatuwa Bijayapur Urban Municipality,Female Ward Member,2,50,F,Nepali Congress,507,Elected,,
5398,Rautahat,Phatuwa Bijayapur Urban Municipality,Dalit Female Ward Member,2,27,F,Nepali Congress,507,Elected,,
5399,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward President,3,50,M,Communist Party of Nepal (UML),573,Elected,,
5400,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,3,50,M,Communist Party of Nepal (UML),543,Elected,,
5401,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,3,40,M,Communist Party of Nepal (UML),526,Elected,,
5402,Rautahat,Phatuwa Bijayapur Urban Municipality,Female Ward Member,3,29,F,Communist Party of Nepal (UML),572,Elected,,
5403,Rautahat,Phatuwa Bijayapur Urban Municipality,Dalit Female Ward Member,3,63,F,Communist Party of Nepal (UML),572,Elected,,
5404,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward President,4,40,M,Communist Party of Nepal (Maoist Centre),401,Elected,,
5405,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,4,52,M,Communist Party of Nepal (Maoist Centre),356,Elected,,
5406,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,4,38,M,Communist Party of Nepal (Maoist Centre),354,Elected,,
5407,Rautahat,Phatuwa Bijayapur Urban Municipality,Female Ward Member,4,34,F,Communist Party of Nepal (Maoist Centre),361,Elected,,
5408,Rautahat,Phatuwa Bijayapur Urban Municipality,Dalit Female Ward Member,4,34,F,Communist Party of Nepal (Maoist Centre),364,Elected,,
5409,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward President,5,44,M,Nepali Congress,525,Elected,,
5410,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,5,54,M,Nepali Congress,516,Elected,,
5411,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,5,66,M,Nepali Congress,492,Elected,,
5412,Rautahat,Phatuwa Bijayapur Urban Municipality,Female Ward Member,5,34,F,Communist Party of Nepal (UML),360,Elected,,
5413,Rautahat,Phatuwa Bijayapur Urban Municipality,Dalit Female Ward Member,5,47,F,Nepali Congress,517,Elected,,
5414,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward President,6,33,M,Communist Party of Nepal (Maoist Centre),323,Elected,,
5415,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,6,49,M,Communist Party of Nepal (Maoist Centre),323,Elected,,
5416,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,6,61,M,Communist Party of Nepal (Maoist Centre),315,Elected,,
5417,Rautahat,Phatuwa Bijayapur Urban Municipality,Female Ward Member,6,60,F,Communist Party of Nepal (Maoist Centre),315,Elected,,
5418,Rautahat,Phatuwa Bijayapur Urban Municipality,Dalit Female Ward Member,6,36,F,Communist Party of Nepal (Maoist Centre),314,Elected,,
5419,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward President,7,62,M,Sanghiya Samajbadi Forum-Nepal (SSFN),285,Elected,,
5420,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,7,79,M,Sanghiya Samajbadi Forum-Nepal (SSFN),286,Elected,,
5421,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,7,43,M,Sanghiya Samajbadi Forum-Nepal (SSFN),283,Elected,,
5422,Rautahat,Phatuwa Bijayapur Urban Municipality,Female Ward Member,7,37,F,Sanghiya Samajbadi Forum-Nepal (SSFN),296,Elected,,
5423,Rautahat,Phatuwa Bijayapur Urban Municipality,Dalit Female Ward Member,7,52,F,Sanghiya Samajbadi Forum-Nepal (SSFN),293,Elected,,
5424,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward President,8,31,M,Communist Party of Nepal (Maoist Centre),363,Elected,,
5425,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,8,28,M,"Rastriya Janata Party, Nepal",307,Elected,,
5426,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,8,66,M,Communist Party of Nepal (Maoist Centre),294,Elected,,
5427,Rautahat,Phatuwa Bijayapur Urban Municipality,Female Ward Member,8,45,F,Communist Party of Nepal (Maoist Centre),298,Elected,,
5428,Rautahat,Phatuwa Bijayapur Urban Municipality,Dalit Female Ward Member,8,24,F,"Rastriya Janata Party, Nepal",302,Elected,,
5429,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward President,9,73,M,Nepali Congress,318,Elected,,
5430,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,9,46,M,Nepali Congress,309,Elected,,
5431,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,9,58,M,Nepali Congress,282,Elected,,
5432,Rautahat,Phatuwa Bijayapur Urban Municipality,Female Ward Member,9,65,F,Nepali Congress,303,Elected,,
5433,Rautahat,Phatuwa Bijayapur Urban Municipality,Dalit Female Ward Member,9,45,F,Nepali Congress,298,Elected,,
5434,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward President,10,33,M,Communist Party of Nepal (Maoist Centre),333,Elected,,
5435,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,10,32,M,Communist Party of Nepal (Maoist Centre),313,Elected,,
5436,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,10,41,M,Communist Party of Nepal (Maoist Centre),287,Elected,,
5437,Rautahat,Phatuwa Bijayapur Urban Municipality,Female Ward Member,10,35,F,Communist Party of Nepal (Maoist Centre),302,Elected,,
5438,Rautahat,Phatuwa Bijayapur Urban Municipality,Dalit Female Ward Member,10,27,F,Communist Party of Nepal (Maoist Centre),303,Elected,,
5439,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward President,11,36,M,"Rastriya Janata Party, Nepal",612,Elected,,
5440,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,11,42,M,"Rastriya Janata Party, Nepal",596,Elected,,
5441,Rautahat,Phatuwa Bijayapur Urban Municipality,Ward Member,11,31,M,"Rastriya Janata Party, Nepal",549,Elected,,
5442,Rautahat,Phatuwa Bijayapur Urban Municipality,Female Ward Member,11,58,F,"Rastriya Janata Party, Nepal",526,Elected,,
5443,Rautahat,Phatuwa Bijayapur Urban Municipality,Dalit Female Ward Member,11,32,F,"Rastriya Janata Party, Nepal",567,Elected,,
5444,Rautahat,Boudhimai Urban Municipality,Mayor,,33,M,Sanghiya Samajbadi Forum-Nepal (SSFN),"2,972",Elected,,
5445,Rautahat,Boudhimai Urban Municipality,Vice-Mayor,,55,F,Sanghiya Samajbadi Forum-Nepal (SSFN),"2,679",Elected,,
5446,Rautahat,Boudhimai Urban Municipality,Ward President,1,61,M,Independent,442,Elected,,
5447,Rautahat,Boudhimai Urban Municipality,Ward Member,1,41,M,Communist Party of Nepal (Maoist Centre),266,Elected,,
5448,Rautahat,Boudhimai Urban Municipality,Ward Member,1,22,M,Communist Party of Nepal (Maoist Centre),260,Elected,,
5449,Rautahat,Boudhimai Urban Municipality,Female Ward Member,1,36,F,Communist Party of Nepal (Maoist Centre),264,Elected,,
5450,Rautahat,Boudhimai Urban Municipality,Dalit Female Ward Member,1,37,F,Communist Party of Nepal (Maoist Centre),266,Elected,,
5451,Rautahat,Boudhimai Urban Municipality,Ward President,2,43,M,Communist Party of Nepal (Maoist Centre),422,Elected,,
5452,Rautahat,Boudhimai Urban Municipality,Ward Member,2,36,M,Communist Party of Nepal (Maoist Centre),380,Elected,,
5453,Rautahat,Boudhimai Urban Municipality,Ward Member,2,42,M,Communist Party of Nepal (Maoist Centre),364,Elected,,
5454,Rautahat,Boudhimai Urban Municipality,Female Ward Member,2,29,F,Communist Party of Nepal (Maoist Centre),402,Elected,,
5455,Rautahat,Boudhimai Urban Municipality,Dalit Female Ward Member,2,48,F,Communist Party of Nepal (Maoist Centre),399,Elected,,
5456,Rautahat,Boudhimai Urban Municipality,Ward President,3,37,M,Communist Party of Nepal (Maoist Centre),484,Elected,,
5457,Rautahat,Boudhimai Urban Municipality,Ward Member,3,23,M,Communist Party of Nepal (Maoist Centre),469,Elected,,
5458,Rautahat,Boudhimai Urban Municipality,Ward Member,3,32,M,Communist Party of Nepal (Maoist Centre),453,Elected,,
5459,Rautahat,Boudhimai Urban Municipality,Female Ward Member,3,51,F,Communist Party of Nepal (Maoist Centre),473,Elected,,
5460,Rautahat,Boudhimai Urban Municipality,Dalit Female Ward Member,3,21,F,Communist Party of Nepal (Maoist Centre),476,Elected,,
5461,Rautahat,Boudhimai Urban Municipality,Ward President,4,61,M,Sanghiya Samajbadi Forum-Nepal (SSFN),773,Elected,,
5462,Rautahat,Boudhimai Urban Municipality,Ward Member,4,46,M,Sanghiya Samajbadi Forum-Nepal (SSFN),683,Elected,,
5463,Rautahat,Boudhimai Urban Municipality,Ward Member,4,65,M,Sanghiya Samajbadi Forum-Nepal (SSFN),640,Elected,,
5464,Rautahat,Boudhimai Urban Municipality,Female Ward Member,4,49,F,Sanghiya Samajbadi Forum-Nepal (SSFN),766,Elected,,
5465,Rautahat,Boudhimai Urban Municipality,Dalit Female Ward Member,4,45,F,Sanghiya Samajbadi Forum-Nepal (SSFN),757,Elected,,
5466,Rautahat,Boudhimai Urban Municipality,Ward President,5,53,M,Communist Party of Nepal (UML),566,Elected,,
5467,Rautahat,Boudhimai Urban Municipality,Ward Member,5,62,M,Communist Party of Nepal (UML),589,Elected,,
5468,Rautahat,Boudhimai Urban Municipality,Ward Member,5,66,M,Communist Party of Nepal (UML),572,Elected,,
5469,Rautahat,Boudhimai Urban Municipality,Female Ward Member,5,36,F,Communist Party of Nepal (UML),604,Elected,,
5470,Rautahat,Boudhimai Urban Municipality,Dalit Female Ward Member,5,43,F,Communist Party of Nepal (UML),607,Elected,,
5471,Rautahat,Boudhimai Urban Municipality,Ward President,6,47,M,Sanghiya Samajbadi Forum-Nepal (SSFN),470,Elected,,
5472,Rautahat,Boudhimai Urban Municipality,Ward Member,6,53,M,Sanghiya Samajbadi Forum-Nepal (SSFN),418,Elected,,
5473,Rautahat,Boudhimai Urban Municipality,Ward Member,6,33,M,Sanghiya Samajbadi Forum-Nepal (SSFN),418,Elected,,
5474,Rautahat,Boudhimai Urban Municipality,Female Ward Member,6,37,F,Sanghiya Samajbadi Forum-Nepal (SSFN),437,Elected,,
5475,Rautahat,Boudhimai Urban Municipality,Dalit Female Ward Member,6,49,F,Sanghiya Samajbadi Forum-Nepal (SSFN),431,Elected,,
5476,Rautahat,Boudhimai Urban Municipality,Ward President,7,39,M,Communist Party of Nepal (UML),642,Elected,,
5477,Rautahat,Boudhimai Urban Municipality,Ward Member,7,56,M,Communist Party of Nepal (UML),610,Elected,,
5478,Rautahat,Boudhimai Urban Municipality,Ward Member,7,32,M,Communist Party of Nepal (UML),609,Elected,,
5479,Rautahat,Boudhimai Urban Municipality,Female Ward Member,7,48,F,Communist Party of Nepal (UML),629,Elected,,
5480,Rautahat,Boudhimai Urban Municipality,Dalit Female Ward Member,7,42,F,Communist Party of Nepal (UML),625,Elected,,
5481,Rautahat,Boudhimai Urban Municipality,Ward President,8,45,M,Communist Party of Nepal (UML),282,Elected,,
5482,Rautahat,Boudhimai Urban Municipality,Ward Member,8,37,M,Communist Party of Nepal (UML),222,Elected,,
5483,Rautahat,Boudhimai Urban Municipality,Ward Member,8,61,M,Communist Party of Nepal (Maoist Centre),206,Elected,,
5484,Rautahat,Boudhimai Urban Municipality,Female Ward Member,8,48,F,Communist Party of Nepal (Maoist Centre),227,Elected,,
5485,Rautahat,Boudhimai Urban Municipality,Dalit Female Ward Member,8,31,F,Nepali Congress,224,Elected,,
5486,Rautahat,Boudhimai Urban Municipality,Ward President,9,49,M,Communist Party of Nepal (UML),535,Elected,,
5487,Rautahat,Boudhimai Urban Municipality,Ward Member,9,42,M,Communist Party of Nepal (UML),273,Elected,,
5488,Rautahat,Boudhimai Urban Municipality,Ward Member,9,46,M,Communist Party of Nepal (UML),254,Elected,,
5489,Rautahat,Boudhimai Urban Municipality,Female Ward Member,9,35,F,Communist Party of Nepal (UML),300,Elected,,
5490,Rautahat,Boudhimai Urban Municipality,Dalit Female Ward Member,9,47,F,Communist Party of Nepal (UML),285,Elected,,
5491,Rautahat,Madhav Narayan Urban Municipality,Mayor,,47,M,Sanghiya Samajbadi Forum-Nepal (SSFN),"3,348",Elected,,
5492,Rautahat,Madhav Narayan Urban Municipality,Vice-Mayor,,39,F,Communist Party of Nepal (Maoist Centre),"2,924",Elected,,
5493,Rautahat,Madhav Narayan Urban Municipality,Ward President,1,47,M,Nepali Congress,436,Elected,,
5494,Rautahat,Madhav Narayan Urban Municipality,Ward Member,1,63,M,Rastriya Prajatantra Party (Democratic),375,Elected,,
5495,Rautahat,Madhav Narayan Urban Municipality,Ward Member,1,58,M,"Rastriya Janata Party, Nepal",338,Elected,,
5496,Rautahat,Madhav Narayan Urban Municipality,Female Ward Member,1,33,F,"Rastriya Janata Party, Nepal",366,Elected,,
5497,Rautahat,Madhav Narayan Urban Municipality,Dalit Female Ward Member,1,27,F,"Rastriya Janata Party, Nepal",373,Elected,,
5498,Rautahat,Madhav Narayan Urban Municipality,Ward President,2,66,M,Communist Party of Nepal (Maoist Centre),477,Elected,,
5499,Rautahat,Madhav Narayan Urban Municipality,Ward Member,2,44,M,"Rastriya Janata Party, Nepal",447,Elected,,
5500,Rautahat,Madhav Narayan Urban Municipality,Ward Member,2,50,M,"Rastriya Janata Party, Nepal",445,Elected,,
5501,Rautahat,Madhav Narayan Urban Municipality,Female Ward Member,2,36,F,"Rastriya Janata Party, Nepal",445,Elected,,
5502,Rautahat,Madhav Narayan Urban Municipality,Dalit Female Ward Member,2,44,F,"Rastriya Janata Party, Nepal",448,Elected,,
5503,Rautahat,Madhav Narayan Urban Municipality,Ward President,3,40,M,"Naya Shakti Party, Nepal",338,Elected,,
5504,Rautahat,Madhav Narayan Urban Municipality,Ward Member,3,45,M,Nepali Congress,296,Elected,,
5505,Rautahat,Madhav Narayan Urban Municipality,Ward Member,3,59,M,Sanghiya Samajbadi Forum-Nepal (SSFN),292,Elected,,
5506,Rautahat,Madhav Narayan Urban Municipality,Female Ward Member,3,39,F,Sanghiya Samajbadi Forum-Nepal (SSFN),419,Elected,,
5507,Rautahat,Madhav Narayan Urban Municipality,Dalit Female Ward Member,3,44,F,Sanghiya Samajbadi Forum-Nepal (SSFN),349,Elected,,
5508,Rautahat,Madhav Narayan Urban Municipality,Ward President,4,58,M,Communist Party of Nepal (Maoist Centre),595,Elected,,
5509,Rautahat,Madhav Narayan Urban Municipality,Ward Member,4,70,M,Communist Party of Nepal (Maoist Centre),542,Elected,,
5510,Rautahat,Madhav Narayan Urban Municipality,Ward Member,4,62,M,Communist Party of Nepal (Maoist Centre),538,Elected,,
5511,Rautahat,Madhav Narayan Urban Municipality,Female Ward Member,4,55,F,Communist Party of Nepal (Maoist Centre),547,Elected,,
5512,Rautahat,Madhav Narayan Urban Municipality,Dalit Female Ward Member,4,26,F,Communist Party of Nepal (Maoist Centre),550,Elected,,
5513,Rautahat,Madhav Narayan Urban Municipality,Ward President,5,45,M,Communist Party of Nepal (Maoist Centre),515,Elected,,
5514,Rautahat,Madhav Narayan Urban Municipality,Ward Member,5,30,M,Communist Party of Nepal (Maoist Centre),500,Elected,,
5515,Rautahat,Madhav Narayan Urban Municipality,Ward Member,5,47,M,Communist Party of Nepal (Maoist Centre),491,Elected,,
5516,Rautahat,Madhav Narayan Urban Municipality,Female Ward Member,5,46,F,Communist Party of Nepal (Maoist Centre),526,Elected,,
5517,Rautahat,Madhav Narayan Urban Municipality,Dalit Female Ward Member,5,33,F,Communist Party of Nepal (Maoist Centre),513,Elected,,
