SN,District,Administrative Division,Position,Ward,Name,Age,Gender,Party,Votes,Status
204,Dolakha,Bhimeshwor Urban Municipality,Female Ward Member,5,रुपा िजेुल,32,F,Communist Party of Nepal (UML),1359,Elected
205,Dolakha,Bhimeshwor Urban Municipality,Dalit Female Ward Member,5,तािा नपाली,33,F,Communist Party of Nepal (UML),1334,Elected
206,Dolakha,Bhimeshwor Urban Municipality,Ward President,6,नक्रर्न कुमाि लामा,41,M,Communist Party of Nepal (UML),726,Elected
207,Dolakha,Bhimeshwor Urban Municipality,Ward Member,6,गोकुल प्रसाद तयौपान े,59,M,Communist Party of Nepal (UML),740,Elected
208,Dolakha,Bhimeshwor Urban Municipality,Ward Member,6,तेज बहादिु खाती,49,M,Communist Party of Nepal (UML),704,Elected
209,Dolakha,Bhimeshwor Urban Municipality,Female Ward Member,6,सशु्री शनु्शला खड्का (थापा),48,F,Communist Party of Nepal (UML),763,Elected
210,Dolakha,Bhimeshwor Urban Municipality,Dalit Female Ward Member,6,शािदा घतानी,54,F,Communist Party of Nepal (UML),744,Elected
211,Dolakha,Bhimeshwor Urban Municipality,Ward President,7,कैलाश कुमाि शे्रष् ठ,55,M,Communist Party of Nepal (UML),655,Elected
212,Dolakha,Bhimeshwor Urban Municipality,Ward Member,7,हिी कृष्ण बस्नते,42,M,Communist Party of Nepal (UML),701,Elected
213,Dolakha,Bhimeshwor Urban Municipality,Ward Member,7,अजन लामा,60,M,Communist Party of Nepal (UML),671,Elected
214,Dolakha,Bhimeshwor Urban Municipality,Female Ward Member,7,निम कुमािी शाह,69,F,Communist Party of Nepal (UML),756,Elected
215,Dolakha,Bhimeshwor Urban Municipality,Dalit Female Ward Member,7,तािा मगु्राती,29,F,Communist Party of Nepal (UML),748,Elected
216,Dolakha,Bhimeshwor Urban Municipality,Ward President,8,नकुल के.सी.,48,M,Communist Party of Nepal (UML),562,Elected
217,Dolakha,Bhimeshwor Urban Municipality,Ward Member,8,चतर बहादिु तमाङ,71,M,Communist Party of Nepal (UML),625,Elected
218,Dolakha,Bhimeshwor Urban Municipality,Ward Member,8,र्ार् ुिाम कायस्थ,51,M,Communist Party of Nepal (UML),607,Elected
219,Dolakha,Bhimeshwor Urban Municipality,Female Ward Member,8,मसली तामाङ,44,F,Communist Party of Nepal (UML),629,Elected
220,Dolakha,Bhimeshwor Urban Municipality,Dalit Female Ward Member,8,मतज ुक्रर्श्वकमा,44,F,Communist Party of Nepal (UML),634,Elected
221,Dolakha,Bhimeshwor Urban Municipality,Ward President,9,न्चर बहादिु िजेुल,56,M,Communist Party of Nepal (UML),758,Elected
222,Dolakha,Bhimeshwor Urban Municipality,Ward Member,9,न्जत बहादिु शे्रष्ठ,61,M,Communist Party of Nepal (UML),792,Elected
223,Dolakha,Bhimeshwor Urban Municipality,Ward Member,9,फूर्ा तमाङ,52,M,Communist Party of Nepal (UML),768,Elected
224,Dolakha,Bhimeshwor Urban Municipality,Female Ward Member,9,क्रकिण र्ली,24,F,Communist Party of Nepal (UML),813,Elected
225,Dolakha,Melung Rural Municipality,Mayor,,नि बहादिु शे्रष्ठ,53,M,Communist Party of Nepal (UML),4475,Elected
226,Dolakha,Melung Rural Municipality,Vice-Mayor,,कल्पना िण्डािी,60,F,Communist Party of Nepal (UML),4497,Elected
227,Dolakha,Melung Rural Municipality,Ward President,1,इश् र्ि कोइिाला,51,M,Communist Party of Nepal (UML),1294,Elected
228,Dolakha,Melung Rural Municipality,Ward Member,1,श्याम तमाि,61,M,Communist Party of Nepal (UML),1268,Elected
229,Dolakha,Melung Rural Municipality,Ward Member,1,महेतर उप्रतेी,44,M,Communist Party of Nepal (UML),1244,Elected
230,Dolakha,Melung Rural Municipality,Female Ward Member,1,सनबना िण्डािी (आचाय),26,F,Communist Party of Nepal (UML),1270,Elected
231,Dolakha,Melung Rural Municipality,Dalit Female Ward Member,1,जानकुा गहतिाज क्रर्.क.,31,F,Communist Party of Nepal (UML),1257,Elected
232,Dolakha,Melung Rural Municipality,Ward President,2,न्जत बहादिु िण्डािी,62,M,Communist Party of Nepal (UML),456,Elected
233,Dolakha,Melung Rural Municipality,Ward Member,2,कमल बहादिु थापा,55,M,Communist Party of Nepal (UML),494,Elected
234,Dolakha,Melung Rural Municipality,Ward Member,2,न्शर् प्रसाद िण्डािी,63,M,Communist Party of Nepal (UML),461,Elected
235,Dolakha,Melung Rural Municipality,Female Ward Member,2,ईश् र्िी अच्छामी,56,F,Communist Party of Nepal (UML),483,Elected
236,Dolakha,Melung Rural Municipality,Dalit Female Ward Member,2,िगर्ती दजी,46,F,Communist Party of Nepal (UML),495,Elected
237,Dolakha,Melung Rural Municipality,Ward President,3,क्रहिा कुमाि तमाङ,46,M,Communist Party of Nepal (UML),626,Elected
238,Dolakha,Melung Rural Municipality,Ward Member,3,क्रर्दिु शमा,39,M,Communist Party of Nepal (UML),528,Elected
239,Dolakha,Melung Rural Municipality,Ward Member,3,कृष् ण र्हादिु खड्का,66,M,Communist Party of Nepal (UML),501,Elected
240,Dolakha,Melung Rural Municipality,Female Ward Member,3,कुमािी तामाङ,51,F,Communist Party of Nepal (UML),528,Elected
241,Dolakha,Melung Rural Municipality,Dalit Female Ward Member,3,लक्ष्मी क्रर्श् र्कमा,29,F,Communist Party of Nepal (UML),510,Elected
242,Dolakha,Melung Rural Municipality,Ward President,4,छर बहादिु तामाि,66,M,Nepali Congress,960,Elected
243,Dolakha,Melung Rural Municipality,Ward Member,4,नक्रर्न कुमाि गोले,47,M,Communist Party of Nepal (UML),877,Elected
244,Dolakha,Melung Rural Municipality,Ward Member,4,निम बहादिु तमाङ,44,M,Communist Party of Nepal (UML),834,Elected
245,Dolakha,Melung Rural Municipality,Female Ward Member,4,अन्म्र्का खड्का,47,F,Communist Party of Nepal (UML),853,Elected
246,Dolakha,Melung Rural Municipality,Dalit Female Ward Member,4,मनुा क्रर्श् र्कमा,60,F,Nepali Congress,837,Elected
247,Dolakha,Melung Rural Municipality,Ward President,5,मान बहादिु मगि,48,M,Communist Party of Nepal (Maoist Centre),585,Elected
248,Dolakha,Melung Rural Municipality,Ward Member,5,टेक बहादिु थापा मगि,35,M,Communist Party of Nepal (Maoist Centre),496,Elected
249,Dolakha,Melung Rural Municipality,Ward Member,5,नािायण बहादिु मगि,42,M,Nepali Congress,469,Elected
250,Dolakha,Melung Rural Municipality,Female Ward Member,5,क्रर्पना नगिी,34,F,Communist Party of Nepal (Maoist Centre),527,Elected
251,Dolakha,Melung Rural Municipality,Dalit Female Ward Member,5,हरि माया क्रर्श्र्कमा,48,F,Nepali Congress,491,Elected
252,Dolakha,Melung Rural Municipality,Ward President,6,कुसमु लामा,35,M,Nepali Congress,564,Elected
253,Dolakha,Melung Rural Municipality,Ward Member,6,कृष् ण कुमाि काकी,31,M,Nepali Congress,571,Elected
254,Dolakha,Melung Rural Municipality,Ward Member,6,बैकुण्ठ हमाल (ठकुिी),59,M,Nepali Congress,550,Elected
255,Dolakha,Melung Rural Municipality,Female Ward Member,6,मैया केसी,40,F,Nepali Congress,570,Elected
256,Dolakha,Melung Rural Municipality,Dalit Female Ward Member,6,मेनकुा दमाई,34,F,Nepali Congress,569,Elected
257,Dolakha,Melung Rural Municipality,Ward President,7,नर्िाज खड्का,46,M,Communist Party of Nepal (UML),595,Elected
258,Dolakha,Melung Rural Municipality,Ward Member,7,हिी र्हादिु जोगी,52,M,Communist Party of Nepal (UML),624,Elected
259,Dolakha,Melung Rural Municipality,Ward Member,7,नबिेतर काकी,44,M,Communist Party of Nepal (UML),600,Elected
260,Dolakha,Melung Rural Municipality,Female Ward Member,7,शािदा पौडेल,45,F,Communist Party of Nepal (UML),562,Elected
261,Dolakha,Melung Rural Municipality,Dalit Female Ward Member,7,क्रर्मला नपाली,30,F,Communist Party of Nepal (UML),586,Elected
262,Dolakha,Bigu Rural Municipality,Mayor,,यनुधन्ष्टि खड्का,56,M,Nepali Congress,4023,Elected
263,Dolakha,Bigu Rural Municipality,Vice-Mayor,,संजीर् र्ली,33,M,Communist Party of Nepal (Maoist Centre),3220,Elected
264,Dolakha,Bigu Rural Municipality,Ward President,1,क्रहितडे बहादिु गरुुङ,45,M,Communist Party of Nepal (Maoist Centre),323,Elected
265,Dolakha,Bigu Rural Municipality,Ward Member,1,न्जत नबि तामाि,30,M,Communist Party of Nepal (Maoist Centre),318,Elected
266,Dolakha,Bigu Rural Municipality,Ward Member,1,िाम बहादिु तामाि,58,M,Communist Party of Nepal (Maoist Centre),300,Elected
267,Dolakha,Bigu Rural Municipality,Female Ward Member,1,माया तामाि,40,F,Communist Party of Nepal (Maoist Centre),319,Elected
268,Dolakha,Bigu Rural Municipality,Dalit Female Ward Member,1,र्ाटुली कामी,35,F,Communist Party of Nepal (Maoist Centre),324,Elected
269,Dolakha,Bigu Rural Municipality,Ward President,2,कृष् ण ठकुिी,57,M,Communist Party of Nepal (Maoist Centre),557,Elected
270,Dolakha,Bigu Rural Municipality,Ward Member,2,नडल बहादिु तमाङ,29,M,Communist Party of Nepal (Maoist Centre),520,Elected
271,Dolakha,Bigu Rural Municipality,Ward Member,2,मकु्ती िाम तमाङ,24,M,Communist Party of Nepal (Maoist Centre),384,Elected
272,Dolakha,Bigu Rural Municipality,Female Ward Member,2,लङु माई तमाङ,37,F,Communist Party of Nepal (Maoist Centre),539,Elected
273,Dolakha,Bigu Rural Municipality,Dalit Female Ward Member,2,टल माया कामी,43,F,Communist Party of Nepal (Maoist Centre),526,Elected
274,Dolakha,Bigu Rural Municipality,Ward President,3,श्री िाम खड्का,40,M,Communist Party of Nepal (Maoist Centre),374,Elected
275,Dolakha,Bigu Rural Municipality,Ward Member,3,चार्ा गोले,49,M,Communist Party of Nepal (UML),319,Elected
276,Dolakha,Bigu Rural Municipality,Ward Member,3,लर् खड्का,49,M,Communist Party of Nepal (UML),314,Elected
277,Dolakha,Bigu Rural Municipality,Female Ward Member,3,लाली माया तामाि,35,F,Communist Party of Nepal (Maoist Centre),336,Elected
278,Dolakha,Bigu Rural Municipality,Dalit Female Ward Member,3,लाल माया क्रर्श् र्कमा,48,F,Communist Party of Nepal (UML),341,Elected
279,Dolakha,Bigu Rural Municipality,Ward President,4,बकु्तम तामाङ्,29,M,Communist Party of Nepal (Maoist Centre),594,Elected
280,Dolakha,Bigu Rural Municipality,Ward Member,4,लाल बहादिु तामाङ,39,M,Communist Party of Nepal (Maoist Centre),495,Elected
281,Dolakha,Bigu Rural Municipality,Ward Member,4,कमल प्रसाद ओली,50,M,Communist Party of Nepal (UML),476,Elected
282,Dolakha,Bigu Rural Municipality,Female Ward Member,4,ननिलो देर्ी ठकुिी,49,F,Communist Party of Nepal (Maoist Centre),569,Elected
283,Dolakha,Bigu Rural Municipality,Dalit Female Ward Member,4,कमला नपाली,46,F,Communist Party of Nepal (Maoist Centre),551,Elected
284,Dolakha,Bigu Rural Municipality,Ward President,5,मधकुि गूरुङ,39,M,Nepali Congress,485,Elected
285,Dolakha,Bigu Rural Municipality,Ward Member,5,टंक बहादिु िजुल,51,M,Communist Party of Nepal (UML),481,Elected
286,Dolakha,Bigu Rural Municipality,Ward Member,5,लय बहादिु शे्रष्ठ,50,M,Communist Party of Nepal (UML),476,Elected
287,Dolakha,Bigu Rural Municipality,Female Ward Member,5,मन शोिा तामाङ,52,F,Communist Party of Nepal (UML),477,Elected
288,Dolakha,Bigu Rural Municipality,Dalit Female Ward Member,5,िनमला साकी,42,F,Communist Party of Nepal (UML),480,Elected
289,Dolakha,Bigu Rural Municipality,Ward President,6,पदम थामी,54,M,Communist Party of Nepal (UML),496,Elected
290,Dolakha,Bigu Rural Municipality,Ward Member,6,अम्बि बहादिु थामी,46,M,Communist Party of Nepal (UML),498,Elected
291,Dolakha,Bigu Rural Municipality,Ward Member,6,िरुन थामी,56,M,Communist Party of Nepal (UML),451,Elected
292,Dolakha,Bigu Rural Municipality,Female Ward Member,6,सनन माया थामी,45,F,Communist Party of Nepal (UML),502,Elected
293,Dolakha,Bigu Rural Municipality,Dalit Female Ward Member,6,न्चनी माया कामी,56,F,Communist Party of Nepal (UML),497,Elected
294,Dolakha,Bigu Rural Municipality,Ward President,7,ननम नछिी शेपा,52,M,Nepali Congress,438,Elected
295,Dolakha,Bigu Rural Municipality,Ward Member,7,तेम्बा शेपा,50,M,Nepali Congress,361,Elected
296,Dolakha,Bigu Rural Municipality,Ward Member,7,पूण र्हादिु थामी,48,M,Nepali Congress,340,Elected
297,Dolakha,Bigu Rural Municipality,Female Ward Member,7,इन्तद िा र्स्नते,64,F,Nepali Congress,409,Elected
298,Dolakha,Bigu Rural Municipality,Dalit Female Ward Member,7,सरिता क्रर्श् र्कमा,23,F,Nepali Congress,399,Elected
299,Dolakha,Bigu Rural Municipality,Ward President,8,खेम बहादिु खड्का,61,M,Nepali Congress,304,Elected
300,Dolakha,Bigu Rural Municipality,Ward Member,8,पेम्र्ा शेपा,34,M,Nepali Congress,324,Elected
301,Dolakha,Bigu Rural Municipality,Ward Member,8,न्चर बहादिु थामी,56,M,Communist Party of Nepal (UML),317,Elected
302,Dolakha,Bigu Rural Municipality,Female Ward Member,8,अञु्ज बढुाथोकी,31,F,Communist Party of Nepal (UML),325,Elected
303,Dolakha,Bigu Rural Municipality,Dalit Female Ward Member,8,ज्ञान ुमाया रुचाल,36,F,Nepali Congress,321,Elected
304,Dolakha,Baiteshwor Rural Municipality,Mayor,,छक्रर् लामा,57,M,Nepali Congress,7179,Elected
305,Dolakha,Baiteshwor Rural Municipality,Vice-Mayor,,िक्रर् चतर आचाय,56,M,Communist Party of Nepal (Maoist Centre),7552,Elected
